id,season,week,seasonType,startDate,startTime,startTimeTBD,completed,team,opponent,location,teamPoints,opponentPoints,result,MOV,conferenceGame,attendance,venue,teamConference,opponentConference,teamClassification,opponentClassification,teamPregameRating,opponentPregameRating,teamPostgameRating,opponentPostgameRating,teamRank,opponentRank,notes,winProb,predictedPoints,predictedOpponentPoints,predTotal,predSpread,potentialPlayoffPoints,actualPlayoffPoints
401752796,2025,1,regular,2025-08-28,09:00 PM,False,True,Cincinnati,Nebraska,Neutral,17.0,20.0,Loss,-3.0,False,,GEHA Field at Arrowhead Stadium,Big 12,Big Ten,fbs,fbs,6.7,13.4,7.5,12.6,,,,0.3296,24.705,30.955,55.66,-6.25,13.168,0.0
401762791,2025,1,regular,2025-08-28,09:00 PM,False,True,Wisconsin,Miami (OH),Home,17.0,0.0,Win,17.0,False,,Camp Randall Stadium,Big Ten,Mid-American,fbs,fbs,8.1,-9.4,7.4,-8.7,,,,0.8959,37.4,18.05,55.45,19.35,8.0721,9.4725
401760357,2025,1,regular,2025-08-28,10:00 PM,False,True,San Diego State,Stony Brook,Home,42.0,0.0,Win,42.0,False,,Snapdragon Stadium,Mountain West,CAA,fbs,fcs,-13.4,-30.0,-7.7,-30.0,,,,0.8845,36.775,17.985,54.76,18.79,3.8376,7.2974
401762432,2025,1,regular,2025-08-29,06:00 PM,False,True,Army,Tarleton State,Home,27.0,30.0,Loss,-3.0,False,,Michie Stadium,American Athletic,UAC,fbs,fcs,-1.4,-30.0,-8.0,-30.0,,,,0.9647,42.59,12.43,55.02,30.16,3.8376,0.0
401752802,2025,1,regular,2025-08-29,07:00 PM,False,True,Michigan State,Western Michigan,Home,23.0,6.0,Win,17.0,False,,Spartan Stadium,Big Ten,Mid-American,fbs,fbs,7.8,-16.3,5.7,-14.2,,,,0.9455,40.535,14.835,55.37,25.7,6.6537,8.0541
401761589,2025,1,regular,2025-08-29,07:00 PM,False,True,Charlotte,App State,Neutral,11.0,34.0,Loss,-23.0,False,,Bank of America Stadium,American Athletic,Sun Belt,fbs,fbs,-19.7,-9.8,-22.5,-7.0,,,Duke’s Mayo Classic,0.258,22.94,31.89,54.83,-8.95,8.399,0.0
401766898,2025,1,regular,2025-08-29,07:00 PM,False,True,Florida International,Bethune-Cookman,Home,42.0,9.0,Win,33.0,False,,Pitbull Stadium,Conference USA,SWAC,fbs,fcs,-15.6,-30.0,-11.4,-30.0,,,,0.8584,35.705,19.005,54.71,16.7,3.8376,6.556
401754374,2025,1,regular,2025-08-29,07:00 PM,False,True,Wake Forest,Kennesaw State,Home,10.0,9.0,Win,1.0,False,,Allegacy Federal Credit Union Stadium,ACC,Conference USA,fbs,fbs,-5.9,-21.3,-9.6,-17.6,,,,0.8739,36.27,18.74,55.01,17.53,5.6259,5.7083
401756854,2025,1,regular,2025-08-29,07:30 PM,False,True,Kansas,Wagner,Home,46.0,7.0,Win,39.0,False,,Memorial Stadium,Big 12,NEC,fbs,fcs,9.7,-30.0,9.8,-30.0,,,,0.9889,47.975,7.295,55.27,40.68,3.8376,7.0503
401752795,2025,1,regular,2025-08-29,07:30 PM,False,True,Illinois,Western Illinois,Home,52.0,3.0,Win,49.0,False,,"Memorial Stadium (Champaign, IL)",Big Ten,Big South-OVC,fbs,fcs,12.9,-30.0,14.4,-30.0,12.0,,,0.992,49.525,5.815,55.34,43.71,3.8376,7.8741
401752667,2025,1,regular,2025-08-29,08:00 PM,False,True,Baylor,Auburn,Home,24.0,38.0,Loss,-14.0,False,,McLane Stadium,Big 12,SEC,fbs,fbs,13.3,17.8,10.7,20.4,,,,0.4559,26.98,28.87,55.85,-1.89,13.6632,0.0
401754375,2025,1,regular,2025-08-29,08:00 PM,False,True,Colorado,Georgia Tech,Home,20.0,27.0,Loss,-7.0,False,,Folsom Field,Big 12,ACC,fbs,fbs,3.6,11.1,3.1,11.6,,,,0.3788,25.46,30.1,55.56,-4.64,12.286,0.0
401757224,2025,1,regular,2025-08-29,09:30 PM,False,True,Sam Houston,UNLV,Neutral,21.0,38.0,Loss,-17.0,False,,BBVA Compass Stadium,Conference USA,Mountain West,fbs,fbs,-16.3,-5.9,-18.0,-4.2,,,,0.2482,22.73,32.21,54.94,-9.48,9.2007,0.0
401760358,2025,1,regular,2025-08-29,10:30 PM,False,True,San José State,Central Michigan,Home,14.0,16.0,Loss,-2.0,False,,CEFCU Stadium,Mountain West,Mid-American,fbs,fbs,0.0,-14.5,,-11.9,,,,0.4991,35.9,19.32,55.22,16.58,7.0237,0.0
401752677,2025,1,regular,2025-08-30,12:00 PM,False,True,Ohio State,Texas,Home,14.0,7.0,Win,7.0,False,,Ohio Stadium,Big Ten,SEC,fbs,fbs,28.4,27.9,29.2,27.1,3.0,1.0,,0.5863,29.495,26.795,56.29,2.7,15.7394,16.316
401752797,2025,1,regular,2025-08-30,12:00 PM,False,True,Maryland,Florida Atlantic,Home,39.0,7.0,Win,32.0,False,,SECU Stadium,Big Ten,American Athletic,fbs,fbs,-2.8,-16.3,0.7,-19.7,,,,0.8498,35.395,19.745,55.14,15.65,6.6537,9.2898
401762792,2025,1,regular,2025-08-30,12:00 PM,False,True,Kent State,Merrimack,Home,21.0,17.0,Win,4.0,False,,Dix Stadium,Mid-American,FCS Independents,fbs,fcs,-29.4,-30.0,-28.4,-30.0,,,,0.5839,29.01,25.39,54.4,3.62,3.8376,4.1671
401752801,2025,1,regular,2025-08-30,12:00 PM,False,True,Purdue,Ball State,Home,31.0,0.0,Win,31.0,False,,Ross-Ade Stadium,Big Ten,Mid-American,fbs,fbs,-7.4,-22.4,-4.5,-25.3,,,,0.8692,36.065,18.905,54.97,17.16,5.3998,7.9535
401752676,2025,1,regular,2025-08-30,12:00 PM,False,True,Tennessee,Syracuse,Neutral,45.0,26.0,Win,19.0,False,,Mercedes-Benz Stadium,SEC,ACC,fbs,fbs,17.6,3.4,18.7,2.4,24.0,,Aflac Kickoff,0.8182,34.75,21.05,55.8,13.7,11.1124,12.6776
401752673,2025,1,regular,2025-08-30,12:00 PM,False,True,Southern Miss,Mississippi State,Home,17.0,34.0,Loss,-17.0,False,,M. M. Roberts Stadium,Sun Belt,SEC,fbs,fbs,-14.2,2.5,-14.8,3.1,,,,0.1866,20.925,34.155,55.08,-13.23,10.5182,0.0
401754520,2025,1,regular,2025-08-30,12:00 PM,False,True,Pittsburgh,Duquesne,Home,61.0,9.0,Win,52.0,False,,Acrisure Stadium,ACC,NEC,fbs,fcs,6.5,-30.0,10.0,-30.0,,,,0.9844,46.42,8.78,55.2,37.64,3.8376,8.1212
401762434,2025,1,regular,2025-08-30,12:00 PM,False,True,Navy,VMI,Home,52.0,7.0,Win,45.0,False,,Navy-Marine Corps Memorial Stadium,American Athletic,Southern,fbs,fcs,2.5,-30.0,5.4,-30.0,,,,0.9764,44.48,10.63,55.11,33.85,3.8376,7.5446
401752803,2025,1,regular,2025-08-30,12:00 PM,False,True,Tulane,Northwestern,Home,23.0,3.0,Win,20.0,False,,Yulman Stadium,American Athletic,Big Ten,fbs,fbs,3.0,-1.1,5.8,-4.0,,,,0.6755,30.975,24.445,55.42,6.53,9.7782,11.4258
401752670,2025,1,regular,2025-08-30,12:45 PM,False,True,Kentucky,Toledo,Home,24.0,16.0,Win,8.0,False,,Kroger Field,SEC,Mid-American,fbs,fbs,6.1,-3.5,5.2,-2.6,,,,0.7884,33.62,21.85,55.47,11.77,9.2848,9.9439
401756878,2025,1,regular,2025-08-30,02:00 PM,False,True,West Virginia,Robert Morris,Home,45.0,3.0,Win,42.0,False,,Milan Puskar Stadium,Big 12,NEC,fbs,fcs,1.8,-30.0,4.2,-30.0,,,,0.9746,44.145,10.955,55.1,33.19,3.8376,7.2974
401757167,2025,1,regular,2025-08-30,02:00 PM,False,True,UConn,Central Connecticut,Home,59.0,13.0,Win,46.0,False,,Pratt & Whitney Stadium,FBS Independents,NEC,fbs,fcs,-4.8,-30.0,-0.2,-30.0,,,,0.9502,40.945,14.005,54.95,26.94,3.8376,7.627
401754518,2025,1,regular,2025-08-30,02:00 PM,False,True,Boston College,Fordham,Home,66.0,10.0,Win,56.0,False,,"Alumni Stadium (Chestnut Hill, MA)",ACC,Patriot,fbs,fcs,4.7,-30.0,9.5,-30.0,,,,0.9812,45.55,9.61,55.16,35.94,3.8376,8.4507
401752806,2025,1,regular,2025-08-30,02:30 PM,False,True,Indiana,Old Dominion,Home,27.0,14.0,Win,13.0,False,,"Memorial Stadium (Bloomington, IN)",Big Ten,Sun Belt,fbs,fbs,13.9,-6.7,11.7,-4.5,20.0,,,0.9226,38.925,16.685,55.61,22.24,8.6271,9.698
401754519,2025,1,regular,2025-08-30,03:00 PM,False,True,Louisville,Eastern Kentucky,Home,51.0,17.0,Win,34.0,False,,L&N Federal Credit Union Stadium,ACC,UAC,fbs,fcs,14.3,-30.0,12.3,-30.0,,,,0.9931,50.205,5.165,55.37,45.04,3.8376,6.6384
401762456,2025,1,regular,2025-08-30,03:30 PM,False,True,Massachusetts,Temple,Home,10.0,42.0,Loss,-32.0,False,,Warren McGuirk Alumni Stadium,Mid-American,American Athletic,fbs,fbs,-23.2,-17.7,-29.4,-11.4,,,,0.4291,26.17,28.5,54.67,-2.33,6.3659,0.0
401752807,2025,1,regular,2025-08-30,03:30 PM,False,True,Penn State,Nevada,Home,46.0,11.0,Win,35.0,False,,Beaver Stadium,Big Ten,Mountain West,fbs,fbs,28.2,-16.4,25.6,-13.7,2.0,,,0.9934,50.48,5.35,55.83,45.13,6.6332,9.5164
401752665,2025,1,regular,2025-08-30,03:30 PM,False,True,Florida State,Alabama,Home,31.0,17.0,Win,14.0,False,,Doak Campbell Stadium,ACC,SEC,fbs,fbs,7.1,27.6,14.0,20.7,,8.0,,0.1342,19.31,36.5,55.81,-17.19,15.6777,16.831
401762793,2025,1,regular,2025-08-30,03:30 PM,False,True,Northern Illinois,Holy Cross,Home,19.0,17.0,Win,2.0,False,,Huskie Stadium,Mid-American,Patriot,fbs,fcs,-15.3,-30.0,-17.8,-30.0,,,,0.8623,35.85,18.86,54.71,16.99,3.8376,4.0023
401760359,2025,1,regular,2025-08-30,03:30 PM,False,True,Air Force,Bucknell,Home,49.0,13.0,Win,36.0,False,,Falcon Stadium,Mountain West,Patriot,fbs,fcs,-5.6,-30.0,-2.9,-30.0,,,,0.946,40.555,14.375,54.93,26.18,3.8376,6.8032
401752669,2025,1,regular,2025-08-30,03:30 PM,False,True,Georgia,Marshall,Home,45.0,7.0,Win,38.0,False,,Sanford Stadium,SEC,Sun Belt,fbs,fbs,28.6,-12.2,27.4,-11.0,5.0,,,0.9902,48.67,7.21,55.88,41.46,7.4965,10.6269
401756853,2025,1,regular,2025-08-30,03:30 PM,False,True,Iowa State,South Dakota,Home,55.0,7.0,Win,48.0,False,,Jack Trice Stadium,Big 12,MVFC,fbs,fcs,12.4,-30.0,11.9,-30.0,22.0,,,0.9916,49.28,6.05,55.33,43.23,3.8376,7.7917
401757220,2025,1,regular,2025-08-30,04:00 PM,False,True,Liberty,Maine,Home,28.0,7.0,Win,21.0,False,,Williams Stadium (VA),Conference USA,CAA,fbs,fcs,-1.7,-30.0,-3.1,-30.0,,,,0.9636,42.445,12.575,55.02,29.87,3.8376,5.5675
401752804,2025,1,regular,2025-08-30,04:00 PM,False,True,Oregon,Montana State,Home,59.0,13.0,Win,46.0,False,,Autzen Stadium,Big Ten,Big Sky,fbs,fcs,23.7,-30.0,22.2,-30.0,7.0,,,0.9975,54.76,0.82,55.58,53.94,3.8376,7.627
401752666,2025,1,regular,2025-08-30,04:15 PM,False,True,Arkansas,Alabama A&M,Home,52.0,7.0,Win,45.0,False,,Razorback Stadium,SEC,SWAC,fbs,fcs,9.4,-30.0,10.8,-30.0,,,,0.9885,47.83,7.44,55.27,40.39,3.8376,7.5446
401762433,2025,1,regular,2025-08-30,04:30 PM,False,True,Memphis,Chattanooga,Home,45.0,10.0,Win,35.0,False,,Simmons Bank Liberty Stadium,American Athletic,Southern,fbs,fcs,-3.2,-30.0,-1.2,-30.0,,,,0.9576,41.715,13.265,54.98,28.45,3.8376,6.7208
401752675,2025,1,regular,2025-08-30,06:00 PM,False,True,Oklahoma,Illinois State,Home,35.0,3.0,Win,32.0,False,,"Memorial Stadium (Norman, OK)",SEC,MVFC,fbs,fcs,18.9,-30.0,15.5,-30.0,18.0,,,0.9958,52.435,3.045,55.48,49.39,3.8376,6.4737
401752799,2025,1,regular,2025-08-30,06:00 PM,False,True,Iowa,UAlbany,Home,34.0,7.0,Win,27.0,False,,Kinnick Stadium,Big Ten,CAA,fbs,fcs,14.8,-30.0,11.2,-30.0,,,,0.9935,50.45,4.94,55.39,45.51,3.8376,6.0618
401754616,2025,1,regular,2025-08-30,06:00 PM,False,True,Virginia,Coastal Carolina,Home,48.0,7.0,Win,41.0,False,,Scott Stadium,ACC,Sun Belt,fbs,fbs,-1.1,-9.6,5.4,-16.1,,,,0.7687,33.03,22.21,55.24,10.82,8.0309,11.4085
401761590,2025,1,regular,2025-08-30,06:00 PM,False,True,James Madison,Weber State,Home,45.0,10.0,Win,35.0,False,,Bridgeforth Stadium,Sun Belt,Big Sky,fbs,fcs,0.6,-30.0,1.7,-30.0,,,,0.9713,43.56,11.51,55.07,32.05,3.8376,6.7208
401761595,2025,1,regular,2025-08-30,07:00 PM,False,True,Troy,Nicholls,Home,38.0,20.0,Win,18.0,False,,Veterans Memorial Stadium (AL),Sun Belt,Southland,fbs,fcs,-9.6,-30.0,-9.9,-30.0,,,,0.9197,38.615,16.225,54.84,22.39,3.8376,5.3204
401761593,2025,1,regular,2025-08-30,07:00 PM,False,True,South Alabama,Morgan State,Home,38.0,21.0,Win,17.0,False,,Hancock Whitney Stadium,Sun Belt,MEAC,fbs,fcs,-5.6,-30.0,-7.0,-30.0,,,,0.946,40.555,14.375,54.93,26.18,3.8376,5.238
401761591,2025,1,regular,2025-08-30,07:00 PM,False,True,Arkansas State,Southeast Missouri State,Home,42.0,24.0,Win,18.0,False,,Centennial Bank Stadium,Sun Belt,Big South-OVC,fbs,fcs,-12.7,-30.0,-12.3,-30.0,,,,0.8919,37.11,17.66,54.77,19.45,3.8376,5.3204
401752668,2025,1,regular,2025-08-30,07:00 PM,False,True,Florida,Long Island University,Home,55.0,0.0,Win,55.0,False,,Ben Hill Griffin Stadium,SEC,NEC,fbs,fcs,19.6,-30.0,21.0,-30.0,15.0,,,0.9961,52.775,2.715,55.49,50.06,3.8376,8.3684
401757226,2025,1,regular,2025-08-30,07:00 PM,False,True,Western Kentucky,North Alabama,Home,55.0,6.0,Win,49.0,False,,Houchens Industries-L.T. Smith Stadium,Conference USA,UAC,fbs,fcs,-7.7,-30.0,-3.2,-30.0,,,,0.9334,39.535,15.345,54.88,24.19,3.8376,7.8741
401756855,2025,1,regular,2025-08-30,07:00 PM,False,True,Kansas State,North Dakota,Home,38.0,35.0,Win,3.0,False,,Bill Snyder Family Stadium,Big 12,MVFC,fbs,fcs,14.1,-30.0,7.3,-30.0,17.0,,,0.993,50.11,5.26,55.37,44.85,3.8376,4.0847
401752679,2025,1,regular,2025-08-30,07:00 PM,False,True,Vanderbilt,Charleston Southern,Home,45.0,3.0,Win,42.0,False,,FirstBank Stadium,SEC,Big South-OVC,fbs,fcs,6.7,-30.0,8.0,-30.0,,,,0.9847,46.52,8.69,55.21,37.83,3.8376,7.2974
401757222,2025,1,regular,2025-08-30,07:00 PM,False,True,Middle Tennessee,Austin Peay,Home,14.0,34.0,Loss,-20.0,False,,"Johnny ""Red"" Floyd Stadium",Conference USA,UAC,fbs,fcs,-16.6,-30.0,-23.6,-30.0,,,,0.8451,35.22,19.47,54.69,15.75,3.8376,0.0
401752678,2025,1,regular,2025-08-30,07:00 PM,False,True,Texas A&M,UTSA,Home,42.0,24.0,Win,18.0,False,,Kyle Field,SEC,American Athletic,fbs,fbs,19.7,-1.0,18.6,0.1,19.0,,,0.9231,39.03,16.77,55.8,22.26,9.7987,11.2816
401757221,2025,1,regular,2025-08-30,07:30 PM,False,True,Louisiana Tech,SE Louisiana,Home,24.0,0.0,Win,24.0,False,,Joe Aillet Stadium,Conference USA,Southland,fbs,fcs,-13.3,-30.0,-11.6,-30.0,,,,0.8856,36.82,17.94,54.76,18.88,3.8376,5.8146
401756877,2025,1,regular,2025-08-30,07:30 PM,False,True,Texas Tech,Arkansas-Pine Bluff,Home,67.0,7.0,Win,60.0,False,,Jones AT&T Stadium,Big 12,SWAC,fbs,fcs,13.6,-30.0,17.3,-30.0,23.0,,,0.9926,49.865,5.495,55.36,44.37,3.8376,8.7803
401757225,2025,1,regular,2025-08-30,07:30 PM,False,True,Utah State,UTEP,Home,28.0,16.0,Win,12.0,False,,Maverik Stadium,Mountain West,Conference USA,fbs,fbs,-16.0,-17.4,-14.3,-19.2,,,,0.6105,29.515,25.315,54.83,4.2,6.4276,7.4161
401752808,2025,1,regular,2025-08-30,07:30 PM,False,True,Michigan,New Mexico,Home,34.0,17.0,Win,17.0,False,,Michigan Stadium,Big Ten,Mountain West,fbs,fbs,19.6,-20.7,14.1,-15.1,14.0,,,0.9897,48.35,7.24,55.59,41.11,5.7493,7.1497
401752798,2025,1,regular,2025-08-30,07:30 PM,False,True,USC,Missouri State,Home,73.0,13.0,Win,60.0,False,,Los Angeles Memorial Coliseum,Big Ten,Conference USA,fbs,fbs,15.4,-17.8,20.6,-23.0,,,,0.9784,44.935,10.595,55.53,34.34,6.3454,11.2881
401752671,2025,1,regular,2025-08-30,07:30 PM,False,True,Clemson,LSU,Home,10.0,17.0,Loss,-7.0,False,,"Memorial Stadium (Clemson, SC)",ACC,SEC,fbs,fbs,24.9,23.9,22.6,26.2,4.0,9.0,,0.5991,29.7,26.47,56.17,3.23,14.9171,0.0
401752672,2025,1,regular,2025-08-30,07:45 PM,False,True,Ole Miss,Georgia State,Home,63.0,7.0,Win,56.0,False,,Vaught-Hemingway Stadium,SEC,Sun Belt,fbs,fbs,18.4,-13.6,23.0,-18.2,21.0,,,0.9755,44.395,11.245,55.64,33.15,7.2087,11.8219
401762435,2025,1,regular,2025-08-30,08:00 PM,False,True,North Texas,Lamar,Home,51.0,0.0,Win,51.0,False,,DATCU Stadium,American Athletic,Southland,fbs,fcs,-9.1,-30.0,-2.4,-30.0,,,,0.9236,38.855,15.995,54.85,22.86,3.8376,8.0389
401761592,2025,1,regular,2025-08-30,08:00 PM,False,True,Louisiana,Rice,Home,12.0,14.0,Loss,-2.0,False,,Cajun Field,Sun Belt,American Athletic,fbs,fbs,-4.5,-15.7,-7.9,-12.3,,,,0.816,34.285,20.815,55.1,13.47,6.777,0.0
401762457,2025,1,regular,2025-08-30,08:00 PM,False,True,Tulsa,Abilene Christian,Home,35.0,7.0,Win,28.0,False,,Chapman Stadium,American Athletic,UAC,fbs,fcs,-18.8,-30.0,-15.0,-30.0,,,,0.812,34.155,20.485,54.64,13.67,3.8376,6.1442
401756851,2025,1,regular,2025-08-30,08:00 PM,False,True,BYU,Portland State,Home,69.0,0.0,Win,69.0,False,,LaVell Edwards Stadium,Big 12,Big Sky,fbs,fcs,7.3,-30.0,14.3,-30.0,23.0,,,0.9857,46.81,8.41,55.22,38.4,3.8376,9.5217
401761594,2025,1,regular,2025-08-30,08:00 PM,False,True,Texas State,Eastern Michigan,Home,52.0,27.0,Win,25.0,False,,Bobcat Stadium (TX),Sun Belt,Mid-American,fbs,fbs,-6.0,-16.6,-3.5,-19.2,,,,0.8063,33.985,21.075,55.06,12.91,6.592,8.6515
401754521,2025,1,regular,2025-08-30,09:00 PM,False,True,SMU,East Texas A&M,Home,42.0,13.0,Win,29.0,False,,Gerald J. Ford Stadium,ACC,Southland,fbs,fcs,15.1,-30.0,11.8,-30.0,16.0,,,0.9937,50.59,4.8,55.39,45.79,3.8376,6.2265
401757223,2025,1,regular,2025-08-30,09:00 PM,False,True,New Mexico State,Bryant,Home,19.0,3.0,Win,16.0,False,,Aggie Memorial Stadium,Conference USA,CAA,fbs,fcs,-19.5,-30.0,-18.1,-30.0,,,,0.8004,33.815,20.805,54.62,13.01,3.8376,5.1556
401760361,2025,1,regular,2025-08-30,09:30 PM,False,True,Fresno State,Georgia Southern,Home,42.0,14.0,Win,28.0,False,,Valley Children's Stadium,Mountain West,Sun Belt,fbs,fbs,-7.4,-5.2,-2.5,-11.4,,,,0.5165,27.885,27.265,55.15,0.62,8.9354,11.242
401752947,2025,1,regular,2025-08-30,10:00 PM,False,True,Washington State,Idaho,Home,13.0,10.0,Win,3.0,False,,Gesa Field,Pac-12,Big Sky,fbs,fcs,-8.1,-30.0,-12.0,-30.0,,,,0.9307,39.345,15.535,54.88,23.81,3.8376,4.0847
401756850,2025,1,regular,2025-08-30,10:00 PM,False,True,Arizona State,Northern Arizona,Home,38.0,19.0,Win,19.0,False,,Mountain America Stadium,Big 12,Big Sky,fbs,fcs,14.9,-30.0,9.5,-30.0,11.0,,,0.9935,50.495,4.895,55.39,45.6,3.8376,5.4027
401752936,2025,1,regular,2025-08-30,10:30 PM,False,True,Oregon State,California,Home,15.0,34.0,Loss,-19.0,False,,Reser Stadium,Pac-12,ACC,fbs,fbs,-1.2,-2.8,-6.2,2.2,,,,0.6151,29.745,25.565,55.31,4.18,9.4287,0.0
401756849,2025,1,regular,2025-08-30,10:30 PM,False,True,Arizona,Hawai'i,Home,40.0,6.0,Win,34.0,False,,Arizona Stadium,Big 12,Mountain West,fbs,fbs,1.2,-8.9,6.0,-12.6,,,,0.7974,33.815,21.485,55.3,12.33,8.1748,10.9757
401752800,2025,1,regular,2025-08-30,11:00 PM,False,True,UCLA,Utah,Home,10.0,43.0,Loss,-33.0,False,,Rose Bowl,Big Ten,Big 12,fbs,fbs,7.5,13.3,1.1,19.7,,,,0.422,26.305,29.365,55.67,-3.06,12.7382,0.0
